ID,Name,Exercise type,BodyPart,Equipment,Gender,Target,Synergist,file names
1350,Lever Seated Row,Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",13501301-Lever-Seated-Row_Back_180.webp
1351,Lever T-Bar Reverse Grip Row,Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",13511301-Lever-T-Bar-Reverse-Grip-Row_Back_180.webp
1359,Smith Bent Over Row,Strength,Back,Smith machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",13591301-Smith-Bent-Over-Pronated-Grip-Row_Back-FIX_180.webp
1361,Smith Reverse Grip Bent Over Row,Strength,Back,Smith machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Biceps Brachii, Brachialis, Deltoid Posterior, Pectoralis Major Sternal Head",13611301-Smith-Reverse-Grip-Bent-Over-Row_Back_180.webp
1367,Wide Grip Rear Pull-Up,Strength,Back,Body weight,Male,Latissimus Dorsi,"Biceps Brachii, Brachialis, Pectoralis Major Sternal Head, Teres Major, Trapezius Lower Fibers",13671301-Wide-Grip-Rear-Pull-Up_Back_180.webp
1370,Barbell Floor Calf Raise,Strength,Calves,Barbell,Male,Gastrocnemius,Soleus,13701301-Barbell-Floor-Calf-Raise_Calves_180.webp
1373,Bodyweight Standing Calf Raise,Strength,Calves,Body weight,Male,Gastrocnemius,Soleus,13731301-Bodyweight-Standing-Calf-Raise_Calves_180.webp
1375,Cable Standing Calf Raise,Strength,Calves,Cable,Male,Gastrocnemius,Soleus,13751301-Cable-Standing-Calf-Raise_Calves_180.webp
1383,Hack Calf Raise,Strength,Calves,Sled machine,Male,Gastrocnemius,Soleus,13831301-Hack-Calf-Raise_Calves_180.webp
1391,Sled Calf Press On Leg Press,Strength,Calves,Sled machine,Male,Gastrocnemius,Soleus,13911301-Sled-Calf-Press-On-Leg-Press_Calves_180.webp
1394,Smith Reverse Calf Raises,Strength,Calves,Smith machine,Male,Gastrocnemius,Soleus,13941301-Smith-Reverse-Calf-Raises_Calves_180.webp
1396,Smith Toe Raise,Strength,Calves,Smith machine,Male,Gastrocnemius,Soleus,13961301-Smith-Toe-Raise_Calves_180.webp
1415,Dumbbell One Arm Seated Neutral Wrist Curl,Strength,Forearms,Dumbbell,Male,Wrist Extensors,,14151301-Dumbbell-One-Arm-Seated-Neutral-Wrist-Curl_Forearms_180.webp
1423,Reverse Hyper on Flat Bench,Strength,Hips,Body weight,Male,Gluteus Maximus,Hamstrings,14231301-Reverse-Hyper-on-Flat-Bench_Hips_180.webp
1426,Smith Seated Wrist Curl,Strength,Forearms,Smith machine,Male,Wrist Flexors,,14261301-Smith-Seated-Wrist-Curl_Forearms_180.webp
1429,Wide Grip Pull-Up,Strength,Back,Body weight,Male,Latissimus Dorsi,"Biceps Brachii, Brachialis, Brachioradialis, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers",14291301-Wide-Grip-Pull-Up_Back_180.webp
1433,Smith Front Squat (Clean Grip),Strength,Thighs,Smith machine,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",14331301-Smith-Front-Squat-(Clean-Grip)_Thighs_180.webp
1434,Smith Low Bar Squat,Strength,Thighs,Smith machine,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",14341301-Smith-Low-Bar-Squat_Thighs_180.webp
1435,Barbell Low Bar Squat,Strength,Thighs,Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",14351301-Barbell-Low-Bar-Squat_Thighs_180.webp
1436,Barbell High Bar Squat,Strength,Thighs,Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",14361301-Barbell-High-Bar-Squat_Thighs_180.webp
1437,Dumbbell finger curls,Strength,Forearms,Dumbbell,Male,,,14371301-Dumbbell-finger-curls_Hand_180.webp
1439,Lever Gripless Shrug (VERSION 2),Strength,Back,Leverage machine,Male,Trapezius Upper Fibers ,"Levator Scapulae, Trapezius Middle Fibers",14391301-Lever-Gripless-Shrug-(VERSION-2)_Back_180.webp
1441,Dumbbell Over Bench One Arm Reverse Wrist Curl,Strength,Forearms,Dumbbell,Male,Wrist Flexors,,14411301-Dumbbell-Over-Bench-One-Arm-Reverse-Wrist-Curl_Forearms_180.webp
1451,Lever Seated Dip,Strength,Upper Arms,Leverage machine,Male,Triceps Brachii,"Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",14511301-Lever-Seated-Dip_Upper-Arms_180.webp
1452,Lever Seated Crunch,Strength,Waist,Leverage machine,Male,Rectus Abdominis,Obliques,14521301-Lever-Seated-Crunch_Waist_180.webp
1453,Lever Seated Twist,Strength,Waist,Leverage machine,Male,Obliques,,14531301-Lever-Seated-Twist_Waist_180.webp
1454,Lever Seated Shoulder Press,Strength,Shoulders,Leverage machine,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii",14541301-Lever-Seated-Shoulder-Press_Shoulders_180.webp
1455,Lever Chest Press (VERSION 2),Strength,Chest,Leverage machine,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",14551301-Lever-Chest-Press-(VERSION-2)_Chest_180.webp
1456,Barbell Standing Close Grip Military Press,Strength,Shoulders,Barbell,Male,"Deltoid Anterior, Triceps Brachii","Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior",14561301-Barbell-Standing-Close-Grip-Military-Press_Shoulders_180.webp
1457,Barbell Standing Wide Military Press,Strength,Shoulders,Barbell,Male,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii",14571301-Barbell-Standing-Wide-Military-Press_Shoulders_180.webp
1458,EZ Barbell Seated Curls,Strength,Upper Arms,EZ Barbell,Male,Biceps Brachii,"Brachialis, Brachioradialis",14581301-EZ-Barbell-Seated-Curls_Upper-Arms_180.webp
1459,Dumbbell Romanian Deadlift,Strength,Hips,Dumbbell,Male,"Gluteus Maximus, Hamstrings","Quadriceps, Soleus",14591301-Dumbbell-Romanian-Deadlift_Hips_180.webp
1460,Walking Lunge,Aerobic,Thighs,Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",14601301-Walking-Lunge-Male_Hips_180.webp
1467,Push-up on Forearms,Strength,Upper Arms,Body weight,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",14671301-Push-up-on-Forearms_Upper-Arms_180.webp
1479,Lever Incline Chest Press (versions 2),Strength,Chest,Leverage machine,Male,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii",14791301-Lever-Incline-Chest-Press_Chest_180.webp
1514,Barbell Quarter Squat,Strength,Thighs,Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",15141301-Barbell-Quarter-Squat_Thighs_180.webp
1527,Barbell Olympic Squat,Strength,Thighs,Barbell,Male,,,15271301-Barbell-Olympic-Squat_Thighs_180.webp
1545,Barbell full Zercher Squat,Strength,Thighs,Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",15451301-Barbell-full-Zercher-Squat_Thighs_180.webp
1547,Cable Standing Leg Curl,Strength,Thighs,Cable,Male,,,15471301-Cable-Standing-Leg-Curl_Thighs_180.webp
1555,Dumbbell Squat,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",15551301-Dumbbell-Squat_Thighs_180.webp
1574,Lever Seated Wide Squat,Strength,Thighs,Leverage machine,Male,,,15741301-Lever-Seated-Wide-Squat_Thighs_180.webp
1583,Sled Reverse Hack Squat,Strength,Thighs,Sled machine,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",15831301-Sled-Reverse-Hack-Squat_Thighs_180.webp
1593,Sit Squat,Strength,Thighs,Body weight,Male,,,15931301-Sit-Squat_Thighs_180.webp
1594,Smith Frankenstein Squat,Strength,Thighs,Smith machine,Male,,,15941301-Smith-Frankenstein-Squat_Thighs_180.webp
1595,Smith Front Squat,Strength,Thighs,Smith machine,Male,,,15951301-Smith-Front-Squat_Thighs_180.webp
1596,Smith Squat to Bench,Strength,Thighs,Smith machine,Male,,,15961301-Smith-Squat-to-Bench_Thighs_180.webp
1597,Smith Stiff Legged Deadlift,Strength,Hips,Smith machine,Male,,,15971301-Smith-Stiff-Legged-Deadlift_Hips_180.webp
1598,Smith Zercher Squat,Strength,Thighs,Smith machine,Male,,,15981301-Smith-Zercher-Squat_Thighs_180.webp
1605,Cable Triceps Pushdown (SZ-bar),Strength,Upper Arms,Cable,Male,Triceps Brachii,,16051301-Cable-Triceps-Pushdown-(SZ-bar)_Upper-arms_180.webp
1606,Cable Reverse Grip Triceps Pushdown (SZ-bar),Strength,Upper Arms,Cable,Male,Triceps Brachii,,16061301-Cable-Reverse-Grip-Triceps-Pushdown-(SZ-bar)_Upper-arms_180.webp
1607,Cable Biceps Curl (SZ-bar),Strength,Upper Arms,Cable,Male,Biceps Brachii,"Brachialis, Brachioradialis",16071301-Cable-Biceps-Curl-(SZ-bar)_Upper-arms_180.webp
1608,Cable Reverse Grip Biceps Curl (SZ-bar),Strength,Upper Arms,Cable,Male,,,16081301-Cable-Standing-Reverse-Curl-(SZ-bar)_Upper-arms-FIX_180.webp
1609,Cable One Arm Side Triceps Pushdown,Strength,Upper Arms,Cable,Male,Triceps Brachii,,16091301-Cable-One-Arm-Side-Triceps-Pushdown_Upper-arms_180.webp
1610,Barbell Behind Back Finger Curl,Strength,Forearms,Barbell,Male,,,16101301-Barbell-Behind-Back-Finger-Curl_Forearms_180.webp
1614,Lever Preacher Curl (version 2),Strength,Upper Arms,Leverage machine,Male,Brachialis,"Biceps Brachii, Brachioradialis",16141301-Lever-Preacher-Curl-(version 2)_Upper-Arms_180.webp
1615,Lever Hammer Grip Preacher Curl,Strength,Upper Arms,Leverage machine,Male,,,16151301-Lever-Hammer-Grip-Preacher-Curl_Upper-Arms_180.webp
1616,Lever Reverse Grip Preacher Curl,Strength,Upper Arms,Leverage machine,Male,,,16161301-Lever-Reverse-Grip-Preacher-Curl_Upper-Arms_180.webp
1623,Dumbbell Palms In Incline Bench Press,Strength,Upper Arms,Dumbbell,Male,Pectoralis Major Clavicular Head,"Deltoid Anterior, Pectoralis Major Sternal Head, Triceps Brachii",16231301-Dumbbell-Palms-In-Incline-Bench-Press_Upper-Arms_180.webp
1624,Dumbbell Reverse Bench Press,Strength,Chest,Dumbbell,Male,,,16241301-Dumbbell-Reverse-Bench-Press_Chest_180.webp
1625,Smith Machine Decline Close Grip Bench Press,Strength,Upper Arms,Smith machine,Male,,,16251301-Smith-Machine-Decline-Close-Grip-Bench-Press_Upper-Arms_180.webp
1626,Smith Machine Reverse Decline Close Grip Bench Press,Strength,Chest,Smith machine,Male,,,16261301-Smith-Machine-Reverse-Decline-Close-Grip-Bench-Press_Chest_180.webp
1627,EZ Barbell Close Grip Preacher Curl,Strength,Upper Arms,EZ Barbell,Male,Brachialis,"Biceps Brachii, Brachioradialis",16271301-EZ-Barbell-Close-Grip-Preacher-Curl_Upper-Arms-FIX_180.webp
1629,Barbell Standing Wide Grip Biceps Curl,Strength,Upper Arms,Barbell,Male,Biceps Brachii,Brachialis,16291301-Barbell-Standing-Wide-Grip-Biceps-Curl_Upper-Arms_180.webp
1630,Cable Close Grip Curl,Strength,Upper Arms,Cable,Male,,,16301301-Cable-Close-Grip-Curl_Upper-Arms_180.webp
1631,Cable Concentration Curl,Strength,Upper Arms,Cable,Male,,,16311301-Cable-Concentration-Curl_Upper-Arms_180.webp
1632,Cable Drag Curl,Strength,Upper Arms,Cable,Male,,,16321301-Cable-Drag-Curl_Upper-Arms_180.webp
1636,Cable Overhead Curl,Strength,Upper Arms,Cable,Male,Biceps Brachii,"Brachialis, Brachioradialis",16361301-Cable-Overhead-Curl_Upper-Arms_180.webp
1641,Cable Seated Curl,Strength,Upper Arms,Cable,Male,,,16411301-Cable-Seated-Curl_Upper-Arms_180.webp
1654,Dumbbell Biceps Curl Reverse,Strength,Upper Arms,Dumbbell,Male,,,16541301-Dumbbell-Biceps-Curl-Reverse_Upper-Arms_180.webp
1657,Dumbbell Cross Body Hammer Curl (Version 2),Strength,Upper Arms,Dumbbell,Male,Brachioradialis,"Biceps Brachii, Brachialis",16571301-Dumbbell-Cross-Body-Hammer-Curl-(Version-2)_Upper-Arms_180.webp
1664,Dumbbell High Curl,Strength,Upper Arms,Dumbbell,Male,,,16641301-Dumbbell-High-Curl_Upper-Arms_180.webp
1677,Dumbbell Seated Bicep Curl,Strength,Upper Arms,Dumbbell,Male,,,16771301-Dumbbell-Seated-Bicep-Curl_Upper-Arms_180.webp
1678,Dumbbell Seated Hammer Curl,Strength,Upper Arms,Dumbbell,Male,Brachioradialis,"Biceps Brachii, Brachialis",16781301-Dumbbell-Seated-Hammer-Curl_Upper-Arms_180.webp
1682,EZ Bar Seated Close Grip Concentration Curl,Strength,Upper Arms,EZ Barbell,Male,Brachialis,"Biceps Brachii, Brachioradialis",16821301-EZ-Bar-Seated-Close-Grip-Concentration-Curl_Upper-Arms_180.webp
1683,Smith Machine Bicep Curl,Strength,Upper Arms,Smith machine,Male,Biceps Brachii,"Brachialis, Brachioradialis",16831301-Smith-Machine-Bicep-Curl_Upper-Arms_180.webp
1718,Barbell Seated Close grip Behind Neck Triceps Extension,Strength,Upper Arms,Barbell,Male,,,17181301-Barbell-Seated-Close-grip-Behind-Neck-Triceps-Extension_Upper-Arms_180.webp
1719,Barbell Incline Close Grip Bench Press,Strength,Upper Arms,Barbell,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",17191301-Barbell-Incline-Close-Grip-Bench-Press_Upper-Arms_180.webp
1720,Barbell Lying Back of the Head Tricep Extension,Strength,Upper Arms,Barbell,Male,,,17201301-Barbell-Lying-Back-of-the-Head-Tricep-Extension_Upper-Arms_180.webp
1721,Barbell Reverse Grip Skullcrusher,Strength,Upper Arms,Barbell,Male,,,17211301-Barbell-Reverse-Grip-Skullcrusher_Upper-Arms_180.webp
1722,Cable High Pulley Overhead Tricep Extension,Strength,Upper Arms,Cable,Male,Triceps Brachii,,17221301-Cable-High-Pulley-Overhead-Tricep-Extension_Upper-Arms_180.webp
1725,Cable Rope Incline Tricep Extension,Strength,Upper Arms,Cable,Male,,,17251301-Cable-Rope-Incline-Tricep-Extension_Upper-Arms_180.webp
1728,Cable Two Arm Tricep Kickback,Strength,Upper Arms,Cable,Male,,,17281301-Cable-Two-Arm-Tricep-Kickback_Upper-Arms_180.webp
1735,Dumbbell Lying Single Extension,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,,17351301-Dumbbell-Lying-Single-Extension_Upper-Arms_180.webp
1741,Dumbbell Standing Bent Over Two Arm Triceps Extension,Strength,Upper Arms,Dumbbell,Male,,,17411301-Dumbbell-Standing-Bent-Over-Two-Arm-Triceps-Extension_Upper-Arms_180.webp
1752,Smith Machine Incline Tricep Extension,Strength,Upper Arms,Smith machine,Male,,,17521301-Smith-Machine-Incline-Tricep-Extension_Upper-Arms_180.webp
1760,Dumbbell Goblet Squat,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gluteus Medius, Soleus, Tensor Fasciae Latae",17601301-Dumbbell-Goblet-Squat_Thighs-FIX_180.webp
1761,Hanging Oblique Knee Raise,Strength,Waist,Body weight,Male,"Iliopsoas, Obliques","Adductor Brevis, Adductor Longus, Adductor Magnus, Gluteus Medius, Gracilis, Quadriceps, Rectus Abdominis, Sartorius, Tensor Fasciae Latae",17611301-Hanging-Oblique-Knee-Raise_Waist_180.webp
1762,Single Leg Squat with Support (pistol),Strength,Thighs,Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",17621301-Single-Leg-Squat-with-Support-(pistol)_Thighs_180.webp
1763,Shoulder Grip Pull-up,Strength,Back,Body weight,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",17631301-Shoulder-Grip-Pull-up_Back_180.webp
1764,Hanging Leg Hip Raise,Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis","Obliques, Quadriceps, Sartorius, Tensor Fasciae Latae",17641301-Hanging-Leg-Hip-Raise_Waist_180.webp
1765,Dumbbell Upright Row (back POV),Strength,Shoulders,Dumbbell,Male,,,17651301-Dumbbell-Upright-Row-(back-POV)_Shoulders_180.webp
1859,Cable Kneeling Triceps Extension (VERSION 2),Strength,Upper Arms,Cable,Male,Triceps Brachii,,18591301-Cable-Kneeling-Triceps-Extension-(VERSION-2)_Upper-Arms_180.webp
1860,Hyperextension (VERSION 2),Strength,Hips,Body weight,Male,Erector Spinae,"Gluteus Maximus, Hamstrings",18601301-Hyperextension-(VERSION-2)_Hips_180.webp
1861,Cable Curl with Multipurpose V bar,Strength,Forearms,Cable,Male,,,18611301-Cable-Curl-with-Multipurpose-V-bar_Forearms_180.webp
1864,Extra Decline Sit-up,Strength,Waist,Body weight,Male,,,18641301-Extra-Decline-Sit-up_Waist_180.webp
1865,Hammer Grip Pull-up on Dip Cage,Strength,Back,Body weight,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",18651301-Hammer-Grip-Pull-up-on-Dip-Cage_Back_180.webp
1866,Wide Grip Pull-Up on Dip Cage,Strength,Back,Body weight,Male,,,18661301-Wide-Grip-Pull-Up-on-Dip-Cage_Back_180.webp
1867,Lever Seated Hip Adduction (VERSION 2),Strength,Hips,Leverage machine,Male,,,18671301-Lever-Seated-Hip-Adduction-(VERSION-2)_Hips_180.webp
1868,Barbell Low Bar Squat with Rack,Strength,Thighs,Barbell,Male,,,18681301-Barbell-Low-Bar-Squat-with-Rack_Thighs_180.webp
1869,Lever Seated Hip Abduction (VERSION 2),Strength,Hips,Leverage machine,Male,,,18691301-Lever-Seated-Hip-Abduction-(VERSION-2)_Hips_180.webp
1870,Lever Lateral Pulldown (plate loaded),Strength,Back,Leverage machine,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",18701301-Lever-Lateral-Pulldown-(plate-loaded)_Back_180.webp
1871,Lever Triceps Dip (plate loaded),Strength,Upper Arms,Leverage machine,Male,Triceps Brachii,"Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",18711301-Lever-Triceps-Dip-(plate-loaded)_Upper-Arms_180.webp
1872,Lever Preacher Curl (plate loaded),Strength,Upper Arms,Leverage machine,Male,Brachialis,"Biceps Brachii, Brachioradialis",18721301-Lever-Preacher-Curl-(plate-loaded)_Upper-Arms_180.webp
1873,Lever Leg Extension (plate loaded),Strength,Thighs,Leverage machine,Male,,,18731301-Lever-Leg-Extension-(plate-loaded)_Thighs_180.webp
1874,Lever Alternate Leg Extension (plate loaded),Strength,Thighs,Leverage machine,Male,Quadriceps,,18741301-Lever-Alternate-Leg-Extension-(plate-loaded)_Thighs_180.webp
1875,Lever Squat (plate loaded),Strength,Thighs,Leverage machine,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",18751301-Lever-Squat-(plate-loaded)_Thighs_180.webp
1876,Lever Lateral Raise (plate loaded),Strength,Shoulders,Leverage machine,Male,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior",18761301-Lever-Lateral-Raise-(plate-loaded)_Shoulders_180.webp
1992,Sled Full Hack Squat,Strength,Thighs,Sled machine,Male,,,19921301-Sled-Full-Hack-Squat_Thighs_180.webp
2072,Hip Thrusts,Strength,Hips,Body weight,Male,,,20721301-Hip-Thrusts_Hips-FIX_180.webp
2137,Dumbbell Arnold Press,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii",21371301-Dumbbell-Arnold-Press_Shoulders_180.webp
2138,Stationary Bike Run (version 3),Aerobic,Thighs,Leverage machine,Male,,,21381301-Stationary-Bike-Run-(version-3)_Cardio_180.webp
2144,Cable Seated Chest Press,Strength,Chest,Cable,Male,,,21441301-Cable-Seated-Chest-Press_Chest_180.webp
2186,EZ Barbell Decline Triceps Extension,Strength,Upper Arms,EZ Barbell,Male,Triceps Brachii,,21861301-EZ-Barbell-Decline-Triceps-Extension_Upper-Arms_180.webp
2187,Barbell Reverse Close-grip Bench Press,Strength,Upper Arms,Barbell,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",21871301-Barbell-Reverse-Close-grip-Bench-Press_Upper-Arms_180.webp
2188,Dumbbell Seated Triceps Extension,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,,21881301-Dumbbell-Seated-Triceps-Extension_Upper-Arms_180.webp
2189,Dumbbells Seated Triceps Extension,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,,21891301-Dumbbells-Seated-Triceps-Extension_Upper-Arms_180.webp
2267,Lever Seated Leg Press,Strength,"Hips, Thighs",Leverage machine,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",22671301-Lever-Seated-Leg-Press_Thighs_180.webp
2276,Lever Lying Crunch,Strength,Waist,Leverage machine,Male,Rectus Abdominis,Obliques,22761301-Lever-Lying-Crunch_Waist_180.webp
2277,Lever Chest Press (VERSION 4),Strength,Chest,Leverage machine,Female,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",22771301-Lever-Chest-Press-(VERSION-4)_Chest_180.webp
2278,Lever Decline Chest Press (VERSION 2),Strength,Chest,Leverage machine,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",22781301-Lever-Decline-Chest-Press-(VERSION-2)_Chest_180.webp
2282,Lever Neck Extension (plate loaded),Strength,Neck,Leverage machine,Male,,,22821301-Lever-Neck-Extension-(plate-loaded)_Neck_180.webp
2283,Lever Neck Left Side Flexion (plate loaded),Strength,Neck,Leverage machine,Male,,,22831301-Lever-Neck-Left-Side-Flexion-(plate-loaded)_Neck_180.webp
2284,Lever Neck Right Side Flexion (plate loaded),Strength,Neck,Leverage machine,Male,,,22841301-Lever-Neck-Right-Side-Flexion-(plate-loaded)_Neck_180.webp
2285,Lever Pullover (plate loaded),Strength,Back,Leverage machine,Male,Pectoralis Major Sternal Head,"Deltoid Posterior, Latissimus Dorsi, Teres Major, Triceps Brachii",22851301-Lever-Pullover-(plate-loaded)_Back_180.webp
2286,Lever Hip Extension (VERSION 2),Strength,Hips,Leverage machine,Male,,,22861301-Lever-Hip-Extension-(VERSION-2)_Hips_180.webp
2288,Lever Gripper Hands (plate loaded),Strength,Forearms,Leverage machine,Male,,,22881301-Lever-Gripper-Hands-(plate-loaded)_Hands_180.webp
2289,Lever Calf Press (plate loaded),Strength,Calves,Leverage machine,Male,,,22891301-Lever-Calf-Press-(plate-loaded)_Calves_180.webp
2292,Dumbbell Rear Delt Raise,Strength,Shoulders,Dumbbell,Male,Deltoid Posterior ,"Brachialis, Brachioradialis, Deltoid Lateral, Levator Scapulae, Trapezius Upper Fibers, Wrist Flexors",22921301-Dumbbell-Rear-Delt-Raise_Shoulders_180.webp
2300,Inverted Row Bent Knees,Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",23001301-Inverted-Row-Bent-Knees_Back_180.webp
2315,Lever Rotary Calf,Strength,Calves,Leverage machine,Male,Gastrocnemius,Soleus,23151301-Lever-Rotary-Calf_Calves_180.webp
2317,Dumbbell Seated Bent Arm Lateral raise,Strength,Shoulders,Dumbbell,Male,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior, Trapezius Lower Fibers, Trapezius Middle Fibers",23171301-Dumbbell-Seated-Bent-Arm-Lateral-raise_Shoulders_180.webp
2318,Lever Shoulder Press (plate loaded) (version 3),Strength,Shoulders,Leverage machine,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii",23181301-Lever-Shoulder-Press-(plate-loaded)-version-3_Shoulders_180.webp
2321,Dumbbell Standing Inner Biceps Curl (version 2),Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,Brachialis,23211301-Dumbbell-Standing-Inner-Biceps-Curl-(version-2)_Upper-Arms_180.webp
2329,Spine Twist,Strength,Waist,Body weight,Male,Obliques,,23291301-Spine-Twist_Waist_180.webp
2330,Cable Lat Pulldown Full Range Of Motion,Strength,Back,Cable,Male,Latissimus Dorsi,"Biceps Brachii, Brachialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",23301301-Cable-Lat-Pulldown-Full-Range-Of-Motion_Back_180.webp
2335,Lever Seated Calf Press,Strength,Calves,Leverage machine,Male,Gastrocnemius,Soleus,23351301-Lever-Seated-Calf-Press_Calves_180.webp
2363,Wide-Grip Chest Dip on High Parallel Bars,Strength,Chest,Body weight,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii",23631301-Wide-Grip-Chest-Dip-on-High-Parallel-Bars_Chest_180.webp
2368,Split Squats,Strength,"Hips, Thighs",Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",23681301-Split-Squats_Thighs-FIX_180.webp
2399,Cable Seated Twist,Strength,Waist,Cable,Male,Obliques,Iliopsoas,23991301-Cable-Seated-Twist_Waist_180.webp
2400,Inverse Leg Curl (on pull-up cable machine),Strength,Thighs,Body weight,Male,Hamstrings,"Biceps Brachii, Deltoid Anterior, Gastrocnemius, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Popliteus, Sartorius, Triceps Brachii",24001301-Inverse-Leg-Curl-(on-pull-up-cable-machine)_Thighs_180.webp
2408,Weighted Lying Neck Extension (with head harness),Strength,Neck,Weighted,Male,,,24081301-Weighted-Lying-Neck-Extension-(with-head-harness)_Neck_180.webp
2409,Weighted Lying Neck Flexion (with head harness),Strength,Neck,Weighted,Male,,,24091301-Weighted-Lying-Neck-Flexion-(with-head-harness)_Neck_180.webp
2410,Weighted Standing Neck Extension (with head harness),Strength,Neck,Weighted,Male,,,24101301-Weighted-Standing-Neck-Extension-(with-head-harness)_Neck_180.webp
2411,Cable Seated Neck Extension (with head harness),Strength,Neck,Cable,Male,"Splenius, Trapezius Upper Fibers ",,24111301-Cable-Seated-Neck-Extension-(with-head-harness)_Neck_180.webp
2412,Cable Seated Neck Flexion (with head harness),Strength,Neck,Cable,Male,,,24121301-Cable-Seated-Neck-Flexion-(with-head-harness)_Neck_180.webp
