ID,Name,Exercise type,BodyPart,Equipment,Gender,Target,Synergist,file names
1,3/4 Sit-up,Strength,Waist,Body weight,Male,Rectus Abdominis,Obliques,00011301-3-4-Sit-up_Waist_180.webp
3,Air bike,Strength,Waist,Body weight,Male,Obliques,"Gluteus Maximus, Quadriceps, Rectus Abdominis",00031301-air-bike-m_waist_FIX_180.webp
24,Barbell Bench Front Squat,Strength,Thighs,Barbell,Male,Quadriceps,"Adductor Magnus, Soleus",00241301-Barbell-Bench-Front-Squat_thighs_180.webp
25,Barbell Bench Press,Strength,Chest,Barbell,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",00251301-Barbell-Bench-Press_Chest-FIX2_180.webp
26,Barbell Bench Squat,Strength,Hips,Barbell,Male,Quadriceps,"Adductor Magnus, Soleus",00261301-Barbell-Bench-Squat_Hips-FIX_180.webp
27,Barbell Bent Over Row,Strength,Back,Barbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Middle Fibers, Trapezius Upper Fibers ","Brachialis, Brachioradialis, Deltoid Posterior",00271301-Barbell-Bent-Over-Row_Back-FIX_180.webp
30,Barbell Close-Grip Bench Press,Strength,Upper Arms,Barbell,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",00301301-Barbell-Close-Grip-Bench-Press_Upper-Arms-FIX_180.webp
31,Barbell Curl,Strength,Upper Arms,Barbell,Male,Biceps Brachii,"Brachialis, Brachioradialis",00311301-Barbell-Curl_Upper-Arms-FIX_180.webp
32,Barbell Deadlift,Strength,Hips,Barbell,Male,Gluteus Maximus,"Adductor Magnus, Erector Spinae, Hamstrings, Quadriceps, Soleus",00321301-Barbell-Deadlift_Hips-FIX2_180.webp
33,Barbell Decline Bench Press,Strength,Chest,Barbell,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",00331301-Barbell-Decline-Bench-Press_Chest-FIX_180.webp
34,Barbell Decline Bent Arm Pullover,Strength,Back,Barbell,Male,Latissimus Dorsi,"Levator Scapulae, Pectoralis Major Sternal Head, Triceps Brachii",00341301-Barbell-Decline-Bent-Arm-Pullover_Back_180.webp
35,Barbell Decline Close Grip To Skull Press,Strength,Upper Arms,Barbell,Male,Triceps Brachii,,00351301-Barbell-Decline-Close-Grip-To-Skull-Press_Upper-Arms_180.webp
36,Barbell Decline Wide-grip Press,Strength,Chest,Barbell,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",00361301-Barbell-Decline-Wide-grip-Press_Chest_180.webp
37,Barbell Decline wide-grip pullover,Strength,Back,Barbell,Male,Latissimus Dorsi,"Deltoid Posterior, Levator Scapulae, Pectoralis Major Sternal Head, Teres Major, Triceps Brachii",00371301-Barbell-Decline-wide-grip-pullover_Back_180.webp
38,Barbell Drag Curl,Strength,Upper Arms,Barbell,Male,Biceps Brachii,"Brachialis, Brachioradialis, Deltoid Anterior, Deltoid Posterior",00381301-Barbell-Drag-Curl_Upper-Arms_180.webp
39,Barbell Front Chest Squat,Strength,Thighs,Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",00391301-Barbell-Front-Chest-Squat_Thighs_180.webp
40,Barbell Front Raise and Pullover,Strength,Chest,Barbell,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Deltoid Lateral, Latissimus Dorsi, Serratus Anterior, Teres Major, Triceps Brachii",00401301-Barbell-Front-Raise-and-Pullover_Chest_180.webp
41,Barbell Front Raise,Strength,Shoulders,Barbell,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior",00411301-Barbell-Front-Raise_Shoulders_180.webp
42,Barbell Front Squat,Strength,Hips,Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",00421301-Barbell-Front-Squat_Hips-FIX_180.webp
43,Barbell Full Squat,Strength,Thighs,Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",00431301-Barbell-Full-Squat_Thighs_180.webp
44,Barbell Good Morning,Strength,Thighs,Barbell,Male,Hamstrings,"Adductor Magnus, Gluteus Maximus",00441301-Barbell-Good-Morning_Thighs-FIX_180.webp
47,Barbell Incline Bench Press,Strength,Chest,Barbell,Male,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii",00471301-Barbell-Incline-Bench-Press_Chest-FIX_180.webp
48,Barbell Incline Reverse-grip Press,Strength,Upper Arms,Barbell,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head",00481301-Barbell-Incline-Reverse-grip-Press_Triceps_180.webp
49,Barbell Incline Row,Strength,Back,Barbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Minor , Tibialis Anterior, Trapezius Middle Fibers, Trapezius Upper Fibers ","Brachialis, Brachioradialis, Pectoralis Major Sternal Head",00491301-Barbell-Incline-Row_Back-FIX_180.webp
54,Barbell Lunge,Strength,Thighs,Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",00541301-Barbell-Lunge_Thighs_180.webp
55,Barbell Lying Close-grip Press,Strength,Upper Arms,Barbell,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Sternal Head",00551301-Barbell-Lying-Close-grip-Press_Triceps_180.webp
56,Barbell Lying Close-grip Triceps Extension,Strength,Upper Arms,Barbell,Male,Triceps Brachii,,00561301-Barbell-Lying-Close-grip-Triceps-Extension_Upper-Arms_180.webp
57,Barbell Lying extension,Strength,Upper Arms,Barbell,Male,Triceps Brachii,,00571301-Barbell-Lying-extension_Upper-arms_180.webp
58,Barbell Lying Lifting (on hip),Strength,Hips,Barbell,Male,Gluteus Maximus,"Gastrocnemius, Sartorius, Soleus",00581301-Barbell-Lying-Lifting-(on-hip)_Hips_180.webp
68,Barbell One Leg Squat,Strength,Thighs,Barbell,Male,Quadriceps,"Adductor Magnus, Gluteus Maximus, Soleus",00681301-Barbell-One-Leg-Squat_thighs_180.webp
70,Barbell Preacher Curl,Strength,Upper Arms,Barbell,Male,Brachialis,"Biceps Brachii, Brachioradialis",00701301-Barbell-Preacher-Curl_Upper-Arms-AFIX_180.webp
76,Barbell Rear Delt Row,Strength,Shoulders,Barbell,Male,Deltoid Posterior ,"Brachialis, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",00761301-Barbell-Rear-Delt-Row_shoulder-FIX_180.webp
78,Barbell Rear Lunge,Strength,Thighs,Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",00781301-Barbell-Rear-Lunge_Thighs_180.webp
79,Barbell Revers Wrist Curl (version 2),Strength,Forearms,Barbell,Male,Wrist Extensors,,00791301-Barbell-Wrist-Reverse-Curl-(VERSION-2)_Forearms-FIX_180.webp
80,Barbell Reverse Curl,Strength,Forearms,Barbell,Male,Brachioradialis,"Biceps Brachii, Brachialis",00801301-Barbell-Reverse-Curl_Forearms-FIX_180.webp
81,Barbell Reverse Preacher Curl,Strength,Forearms,Barbell,Male,Brachioradialis,"Biceps Brachii, Brachialis",00811301-Barbell-Reverse-Preacher-Curl_Forearms-FIX_180.webp
82,Barbell Reverse Wrist Curl,Strength,Forearms,Barbell,Male,Wrist Extensors,,00821301-Barbell-Reverse-Wrist-Curl_Forearm_180.webp
85,Barbell Romanian Deadlift,Strength,Hips,Barbell,Male,"Erector Spinae, Gluteus Maximus","Adductor Magnus, Hamstrings, Quadriceps, Soleus",00851301-Barbell-Romanian-Deadlift_Hips-FIX_180.webp
86,Barbell Seated Behind Head Military Press,Strength,Shoulders,Barbell,Male,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii",00861301-Barbell-Seated-Behind-Head-Military-Press_Shoulders_180.webp
88,Barbell Seated Calf Raise,Strength,Calves,Barbell,Male,Gastrocnemius,Soleus,00881301-Barbell-Seated-Calf-Raise_Calves_180.webp
89,Barbell Seated Close-grip Concentration Curl,Strength,Upper Arms,Barbell,Male,Brachialis,"Biceps Brachii, Brachioradialis",00891301-Barbell-Seated-Close-grip-Concentration-Curl_Upper-Arms_180.webp
90,Barbell Seated Good morning,Strength,Hips,Barbell,Male,Gluteus Maximus,Hamstrings,00901301-Barbell-Seated-Good-Morning_Hips-FIX_180.webp
92,Barbell Seated Overhead Triceps Extension,Strength,Upper Arms,Barbell,Male,Triceps Brachii,,00921301-Barbell-Seated-Overhead-Triceps-Extension_Upper-Arms_180.webp
94,Barbell Seated Twist,Strength,Waist,Barbell,Male,Obliques,Iliopsoas,00941301-Barbell-Seated-Twist_waist_180.webp
95,Barbell Shrug,Strength,Back,Barbell,Male,Trapezius Upper Fibers ,"Levator Scapulae, Trapezius Middle Fibers",00951301-Barbell-Shrug_Back_180.webp
96,Barbell Side Bent (version 2),Strength,Waist,Barbell,Male,Obliques,Iliopsoas,00961301-Barbell-Side-Bent-II_waist_180.webp
97,Barbell Side Split Squat (version 2),Strength,Thighs,Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",00971301-Barbell-Side-Split-Squat-II_Thighs_180.webp
108,Barbell Standing Leg Calf Raise,Strength,Calves,Barbell,Male,Gastrocnemius,Soleus,01081301-Barbell-Standing-Leg-Calf-Raise_Calf_180.webp
109,Barbell Standing Overhead Triceps Extension,Strength,Upper Arms,Barbell,Male,Triceps Brachii,,01091301-Barbell-Standing-Overhead-Triceps-Extension_Upper-Arms_180.webp
110,Barbell Standing Reverse Grip Curl,Strength,Forearms,Barbell,Male,Brachioradialis,"Biceps Brachii, Brachialis",01101301-Barbell-Standing-Reverse-Grip-Curl_Forearms_180.webp
112,Barbell Standing Twist,Strength,Waist,Barbell,Male,Obliques,Iliopsoas,01121301-Barbell-Standing-Twist_Waist-FIX_180.webp
113,Barbell Standing Wide-grip Curl,Strength,Upper Arms,Barbell,Male,"Biceps Brachii, Brachialis",Brachioradialis,01131301-Barbell-Standing-Wide-grip-Curl_Upper-Arms_180.webp
114,Barbell Step-up,Strength,Thighs,Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",01141301-Barbell-Step-up_Hips_180.webp
115,Barbell Stiff Leg Good Morning,Strength,Thighs,Barbell,Male,"Erector Spinae, Gluteus Maximus, Hamstrings",Adductor Magnus,01151301-Barbell-Stiff-Leg-Good-Morning_Waist_180.webp
116,Barbell Straight Leg Deadlift,Strength,Thighs,Barbell,Male,"Erector Spinae, Hamstrings","Adductor Magnus, Gluteus Maximus",01161301-Barbell-Straight-Leg-Deadlift_Thighs-AFIX_180.webp
117,Barbell Sumo Deadlift,Strength,Hips,Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus, Tensor Fasciae Latae",01171301-Barbell-Sumo-Deadlift_Hips-FIX_180.webp
118,Barbell Reverse Grip Bent over Row,Strength,Back,Barbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",01181301-Barbell-Reverse-Grip-Bent-over-Row_Back-FIX_180.webp
120,Barbell Upright Row,Strength,Shoulders,Barbell,Male,Deltoid Lateral,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Infraspinatus, Serratus Anterior, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",01201301-Barbell-Upright-Row_shoulder_180.webp
121,Barbell Upright Row (version 3),Strength,Shoulders,Barbell,Male,Deltoid Lateral,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Infraspinatus, Serratus Anterior, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",01211301-Barbell-Upright-Row_Shoulders-FIX_180.webp
125,Barbell Wrist Curl (version 2),Strength,Forearms,Barbell,Male,Wrist Flexors,,01251301-Barbell-Wrist-Curl-(VERSION-2)_Forearms-FIX2_180.webp
126,Barbell Wrist Curl,Strength,Forearms,Barbell,Male,Wrist Flexors,,01261301-Barbell-Wrist-Curl_Forearm_180.webp
129,Bench Dip (knees bent),Strength,Upper Arms,Body weight,Male,Triceps Brachii,"Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Sternal Head",01291301-Bench-Dip-(knees-bent)_Upper-Arms_180.webp
149,Cable Alternate Triceps Extension,Strength,Upper Arms,Cable,Male,Triceps Brachii,,01491301-Cable-Alternate-Triceps-Extension_Upper-Arms_180.webp
150,Cable Bar Lateral Pulldown,Strength,Back,Cable,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",01501301-Cable-Bar-Lateral-Pulldown_Back_180.webp
151,Cable Bench Press,Strength,Chest,Cable,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii",01511301-Cable-Bench-Press_Chest-FIX_180.webp
152,Cable Concentration Extension (on knee),Strength,Upper Arms,Cable,Male,Triceps Brachii,,01521301-Cable-Concentration-Extension-(on-knee)_Upper-Arms_180.webp
153,Cable Cross-over Lateral Pulldown,Strength,Back,Cable,Male,Latissimus Dorsi,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",01531301-Cable-Cross-over-Lateral-Pulldown_Back_180.webp
154,Cable Cross-over Revers Fly,Strength,Shoulders,Cable,Male,Deltoid Posterior ,"Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",01541301-Cable-Cross-over-Revers-Fly_Shoulders_180.webp
155,Cable Cross-over Variation,Strength,Chest,Cable,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",Deltoid Anterior,01551301-Cable-Crossover-Variation_Chest_180.webp
158,Cable Decline Fly,Strength,Chest,Cable,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head",01581301-Cable-Decline-Fly_Chest-FIX_180.webp
162,Cable Front Raise,Strength,Shoulders,Cable,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior",01621301-Cable-Front-Raise_Shoulders_180.webp
164,Cable Front Shoulder Raise,Strength,Shoulders,Cable,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior",01641301-Cable-Front-Shoulder-Raise_Shoulders_180.webp
165,Cable Hammer Curl (with rope),Strength,Forearms,Cable,Male,Brachioradialis,"Biceps Brachii, Brachialis",01651301-Cable-Hammer-Curl-(with-rope-attachment)-(male)_Forearms-FIX_180.webp
168,Cable Hip Adduction,Strength,Thighs,Cable,Male,Adductor Longus,"Adductor Brevis, Adductor Magnus, Gracilis",01681301-Cable-Hip-Adduction_Thighs_180.webp
169,Cable Incline Bench Press,Strength,Chest,Cable,Male,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii",01691301-Cable-Incline-Bench-Press_Chest-FIX_180.webp
171,Cable Incline Fly,Strength,Chest,Cable,Male,Pectoralis Major Clavicular Head,"Biceps Brachii, Deltoid Anterior",01711301-Cable-Incline-Fly_Chest_180.webp
172,Cable Incline Pushdown,Strength,Back,Cable,Male,Latissimus Dorsi,"Deltoid Posterior, Pectoralis Major Sternal Head, Teres Major",01721301-Cable-Incline-Pushdown_Back_180.webp
173,Cable Incline Triceps Extension,Strength,Upper Arms,Cable,Male,Triceps Brachii,,01731301-Cable-Incline-Triceps-Extension_Upper-Arms_180.webp
175,Cable Kneeling Crunch,Strength,Waist,Cable,Male,Rectus Abdominis,Obliques,01751301-Cable-Kneeling-Crunch_Waist-FIX_180.webp
176,Cable Kneeling Triceps Extension,Strength,Upper Arms,Cable,Male,Triceps Brachii,,01761301-Cable-Kneeling-Triceps-Extension_Upper-Arms_180.webp
178,Cable Lateral Raise,Strength,Shoulders,Cable,Male,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior",01781301-Cable-Lateral-Raise_shoulder_180.webp
179,Cable Low Fly,Strength,Chest,Cable,Male,Pectoralis Major Clavicular Head,"Biceps Brachii, Deltoid Anterior",01791301-Cable-Low-Fly_Chest-FIX_180.webp
180,Cable Low Seated Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",01801301-Cable-Low-Seated-Row_Back_180.webp
184,Cable Lying Extension Pullover (with rope attachment),Strength,Back,Cable,Male,Latissimus Dorsi,"Levator Scapulae, Pectoralis Major Sternal Head, Teres Major, Triceps Brachii",01841301-Cable-Lying-Extension-Pullover-(with-rope-attachment)_Back_180.webp
185,Cable Lying Fly,Strength,Chest,Cable,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Biceps Brachii, Deltoid Anterior",01851301-Cable-Lying-Fly_Chest_180.webp
187,Cable Lying Triceps Extension,Strength,Upper Arms,Cable,Male,Triceps Brachii,,01871301-Cable-Lying-Triceps-Extension_Upper-Arms_180.webp
188,Cable Middle Fly,Strength,Chest,Cable,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Lateral, Pectoralis Major Clavicular Head",01881301-Cable-Middle-Fly_Chest-FIX_180.webp
190,Cable One Arm Curl,Strength,Upper Arms,Cable,Male,Biceps Brachii,"Brachialis, Brachioradialis",01901301-Cable-One-Arm-Curl_Upper-Arms_180.webp
192,Cable One Arm Lateral Raise,Strength,Shoulders,Cable,Male,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior",01921301-Cable-One-Arm-Lateral-Raise_Shoulders_180.webp
194,Cable Overhead Triceps Extension (rope attachment),Strength,Upper Arms,Cable,Male,Triceps Brachii,,01941301-Cable-Overhead-Triceps-Extension-(rope-attachment)_Upper-Arms_180.webp
195,Cable Preacher Curl,Strength,Upper Arms,Cable,Male,Brachialis,"Biceps Brachii, Brachioradialis",01951301-Cable-Preacher-Curl_Upper-Arms-FIX_180.webp
197,Cable Wide Pulldown,Strength,Back,Cable,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",01971301-Cable-Wide-Pulldown_Back-FIX_180.webp
198,Cable Pulldown,Strength,Back,Cable,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",01981301-Cable-Pulldown_Back_180.webp
199,Cable Pushdown (straight arm) (version 2),Strength,Back,Cable,Male,Latissimus Dorsi,"Deltoid Posterior, Pectoralis Major Sternal Head, Teres Major, Triceps Brachii",01991301-Cable-Pushdown-(straight-arm)-II_Back_180.webp
205,Cable Rear Pulldown,Strength,Back,Cable,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Pectoralis Major Sternal Head, Teres Major, Trapezius Lower Fibers",02051301-Cable-Rear-Pulldown_Back_180.webp
208,Cable Reverse-grip Straight Back Seated High Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior",02081301-Cable-Reverse-grip-Straight-Back-Seated-High-Row_Back-AFIX_180.webp
209,Cable Reverse Preacher Curl,Strength,Forearms,Cable,Male,Brachioradialis,"Biceps Brachii, Brachialis",02091301-Cable-Reverse-Preacher-Curl_Forearms_180.webp
210,Cable Reverse Wrist Curl,Strength,Forearms,Cable,Male,Wrist Extensors,,02101301-Cable-Reverse-Wrist-Curl_Forearms-FIX_180.webp
212,Cable Seated Crunch,Strength,Waist,Cable,Male,Rectus Abdominis,Obliques,02121301-Cable-Seated-Crunch_Waist-FIX_180.webp
213,Cable Seated High Row (V-bar),Strength,Back,Cable,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers",02131301-Cable-Seated-High-Row-(V-bar)_Back_180.webp
215,Cable Seated Rear Lateral Raise,Strength,Shoulders,Cable,Male,Deltoid Posterior ,"Deltoid Lateral, Trapezius Lower Fibers, Trapezius Middle Fibers",02151301-Cable-Seated-Rear-Lateral-Raise_Shoulders_180.webp
216,Cable Seated Shoulder Internal Rotation,Strength,Back,Cable,Male,"Teres Major, Teres Minor ","Deltoid Anterior, Latissimus Dorsi, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",02161301-Cable-Seated-Shoulder-Internal-Rotation_Back_180.webp
218,Cable Seated Wide-grip Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior",02181301-Cable-Seated-Wide-grip-Row_Back_180.webp
219,Cable Shoulder Press,Strength,Shoulders,Cable,Male,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii",02191301-Cable-Shoulder-Press_Shoulders_180.webp
220,Cable Shrug,Strength,Back,Cable,Male,Trapezius Upper Fibers ,Trapezius Middle Fibers,02201301-Cable-Shrug_Back_180.webp
222,Cable Side Bend,Strength,Waist,Cable,Male,Obliques,,02221301-Cable-Side-Bend_Waist-FIX_180.webp
225,Cable Standing Cross-over High Reverse Fly,Strength,Shoulders,Cable,Male,Deltoid Posterior ,"Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",02251301-Cable-Standing-Cross-over-High-Reverse-Fly_Shoulders_180.webp
227,Cable Standing Fly,Strength,Chest,Cable,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head",02271301-Cable-Standing-Fly_Chest-FIX_180.webp
228,Cable Standing Hip Extension,Strength,Hips,Cable,Male,Gluteus Maximus,Hamstrings,02281301-Cable-Standing-Hip-Extension_Hips_180.webp
229,Cable Standing Inner Curl,Strength,Upper Arms,Cable,Male,Biceps Brachii,Brachialis,02291301-Cable-Standing-Inner-Curl_Upper-Arms_180.webp
235,Cable Standing Shoulder External Rotation,Strength,Back,Cable,Male,"Teres Major, Teres Minor ",Deltoid Posterior,02351301-Cable-Standing-Shoulder-External-Rotation_Back-FIX_180.webp
238,Cable Straight Arm Pulldown,Strength,Back,Cable,Male,Latissimus Dorsi,"Deltoid Posterior, Teres Major, Triceps Brachii",02381301-Cable-Straight-Arm-Pulldown_Back_180.webp
239,Cable Straight Back Seated Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",02391301-Cable-Straight-Back-Seated-Row_Back_180.webp
240,Cable Supine Reverse Fly,Strength,Shoulders,Cable,Male,Deltoid Posterior ,"Deltoid Lateral, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers",02401301-Cable-Supine-Reverse-Fly_Shoulders-FIX_180.webp
241,Cable Triceps Pushdown (V-bar),Strength,Upper Arms,Cable,Male,Triceps Brachii,,02411301-Cable-Triceps-Pushdown-(V-bar-attachment)_Upper-Arms_180.webp
242,Cable Tuck Reverse Crunch,Strength,Waist,Cable,Male,"Iliopsoas, Rectus Abdominis","Gluteus Maximus, Obliques, Quadriceps",02421301-Cable-Tuck-Reverse-Crunch_waist_180.webp
243,Cable Twist,Strength,Waist,Cable,Male,Obliques,"Iliopsoas, Tensor Fasciae Latae",02431301-Cable-Twist_Waist_180.webp
245,Cable Underhand Pulldown,Strength,Back,Cable,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers",02451301-Cable-Underhand-Pulldown_Back_180.webp
246,Cable Upright Row,Strength,Shoulders,Cable,Male,Deltoid Lateral,"Brachialis, Brachioradialis, Deltoid Anterior, Infraspinatus, Serratus Anterior, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",02461301-Cable-Upright-Row_Shoulders-FIX_180.webp
247,Cable Wrist Curl,Strength,Forearms,Cable,Male,Wrist Flexors,,02471301-Cable-Wrist-Curl_Forearms-FIX_180.webp
251,Chest Dip,Strength,Chest,Body weight,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head, Triceps Brachii",02511301-Chest-Dip_Chest_180.webp
253,Chin-ups (narrow parallel grip),Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",02531301-Chin-ups-(narrow-parallel-grip)_Back_180.webp
259,Close-grip Push-up,Strength,Upper Arms,Body weight,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",02591301-Close-Grip-Push-up_Upper-Arms-FIX_180.webp
260,Cocoons,Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis","Gluteus Maximus, Quadriceps",02601301-Cocoons_waist_180.webp
262,Cross Body Crunch,Strength,Waist,Body weight,Male,"Obliques, Rectus Abdominis","Gluteus Maximus, Quadriceps",02621301-Cross-Body-Crunch_waist_180.webp
271,Crunch (on stability ball),Strength,Waist,Stability ball,Male,Rectus Abdominis,Obliques,02711301-Crunch-(on-stability-ball)_waist_180.webp
274,Crunch Floor,Strength,Waist,Body weight,Male,Rectus Abdominis,Obliques,02741301-Crunch-Floor-m_waist_180.webp
279,Decline Push-Up,Strength,Chest,Body weight,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii",02791301-Decline-Push-Up-m_chest_180.webp
285,Dumbbell Alternate Biceps Curl,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,"Brachialis, Brachioradialis",02851301-Dumbbell-Alternate-Biceps-Curl_Upper-Arms-AFIX_180.webp
287,Dumbbell Arnold Press (version 2),Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii",02871301-Dumbbell-Arnold-Press-II_Shoulders_180.webp
289,Dumbbell Bench Press,Strength,Chest,Dumbbell,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii",02891301-Dumbbell-Bench-Press_Chest-FIX_180.webp
290,Dumbbell Bench Seated Press,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior",02901301-Dumbbell-Bench-Seated-Press_Shoulders-FIX_180.webp
291,Dumbbell Bench Squat,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",02911301-Dumbbell-Bench-Squat_thighs_180.webp
292,Dumbbell One Arm Bent-over Row,Strength,Back,Dumbbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",02921301-Dumbbell-Bent-over-Row_back_Back-AFIX_180.webp
